FECHA	HORA	Altura	Combinacion_Canya	Temperatura
11/12/2015	12:48:58	498.400000	2.000000	14.500000
11/12/2015	12:48:58	498.400000	2.000000	14.500000
11/12/2015	12:48:58	498.400000	2.000000	14.500000
11/12/2015	12:48:59	498.400000	2.000000	14.500000
11/12/2015	12:48:59	498.400000	2.000000	14.500000
11/12/2015	12:48:59	498.400000	2.000000	14.500000
11/12/2015	12:48:59	498.400000	2.000000	14.500000
11/12/2015	12:48:59	498.400000	2.000000	14.500000
11/12/2015	12:49:00	498.400000	2.000000	14.500000
11/12/2015	12:49:00	498.400000	2.000000	14.500000
11/12/2015	12:49:00	498.400000	2.000000	14.500000
11/12/2015	12:49:00	498.400000	2.000000	14.500000
11/12/2015	12:49:00	498.400000	2.000000	14.500000
11/12/2015	12:49:01	498.400000	2.000000	14.500000
11/12/2015	12:49:01	498.400000	2.000000	14.500000
11/12/2015	12:49:01	498.400000	2.000000	14.500000
11/12/2015	12:49:01	498.400000	2.000000	14.500000
11/12/2015	12:49:01	498.400000	2.000000	14.500000
11/12/2015	12:49:02	498.400000	2.000000	14.500000
11/12/2015	12:49:02	498.400000	2.000000	14.500000
11/12/2015	12:49:02	525.160000	2.000000	14.500000
11/12/2015	12:49:02	525.160000	2.000000	14.500000
11/12/2015	12:49:02	525.160000	2.000000	14.500000
11/12/2015	12:49:03	525.160000	2.000000	14.500000
11/12/2015	12:49:03	525.160000	2.000000	14.500000
11/12/2015	12:49:03	525.160000	2.000000	14.500000
11/12/2015	12:49:03	525.160000	2.000000	14.500000
11/12/2015	12:49:03	525.160000	2.000000	14.500000
11/12/2015	12:49:04	525.160000	2.000000	14.500000
11/12/2015	12:49:04	525.160000	2.000000	14.500000
11/12/2015	12:49:04	525.160000	2.000000	14.500000
11/12/2015	12:49:04	525.160000	2.000000	14.500000
11/12/2015	12:49:04	525.160000	2.000000	14.500000
11/12/2015	12:49:05	525.160000	2.000000	14.500000
11/12/2015	12:49:05	525.160000	2.000000	14.500000
11/12/2015	12:49:05	525.160000	2.000000	14.500000
11/12/2015	12:49:05	525.160000	2.000000	14.500000
11/12/2015	12:49:05	525.160000	2.000000	14.500000
11/12/2015	12:49:06	525.160000	2.000000	14.500000
11/12/2015	12:49:06	553.620000	2.000000	14.600000
11/12/2015	12:49:06	553.620000	2.000000	14.600000
11/12/2015	12:49:06	553.620000	2.000000	14.600000
11/12/2015	12:49:06	553.620000	2.000000	14.600000
11/12/2015	12:49:07	553.620000	2.000000	14.600000
11/12/2015	12:49:07	553.620000	2.000000	14.600000
11/12/2015	12:49:07	553.620000	2.000000	14.600000
11/12/2015	12:49:07	553.620000	2.000000	14.600000
11/12/2015	12:49:07	553.620000	2.000000	14.600000
11/12/2015	12:49:08	553.620000	2.000000	14.600000
11/12/2015	12:49:08	553.620000	2.000000	14.600000
11/12/2015	12:49:08	553.620000	2.000000	14.600000
11/12/2015	12:49:08	553.620000	2.000000	14.600000
11/12/2015	12:49:08	553.620000	2.000000	14.600000
11/12/2015	12:49:09	553.620000	2.000000	14.600000
11/12/2015	12:49:09	553.620000	2.000000	14.600000
11/12/2015	12:49:09	553.620000	2.000000	14.600000
